org_branch_code,service_type,type,sum
V22,Ground,Billed Wt,67.2
V24,Air Red,Volume,2.28
V24,Air Red,Billed Wt,3.28
V24,Air White,Volume,58.44
V24,Air White,Billed Wt,70.84
V24,Ground,Volume,17.92
V24,Ground,Billed Wt,148.32
V32,Air Red,Volume,1.72
V32,Air Red,Billed Wt,2.4
V32,Air White,Volume,78.6
V32,Air White,Billed Wt,84.68
V32,Ground,Volume,13.04
V32,Ground,Billed Wt,225.12
V57,Air Red,Volume,11.56
V57,Air Red,Billed Wt,17.52
V57,Air White,Volume,327.28
V57,Air White,Billed Wt,406.12
V57,Ground,Volume,31.36
V57,Ground,Billed Wt,214.16
V58,Air Red,Volume,320.0
V58,Air Red,Billed Wt,404.8
V58,Air White,Volume,3398.4
V58,Air White,Billed Wt,4046.2
V58,Ground,Volume,672.4
V58,Ground,Billed Wt,5993.0
W02,Air Red,Volume,45.56
W02,Air Red,Billed Wt,63.36
W02,Air White,Volume,155.88
W02,Air White,Billed Wt,214.24
W02,Ground,Volume,136.64
W02,Ground,Billed Wt,3669.0
W03,Air Red,Volume,20.84
W03,Air Red,Billed Wt,33.8
W03,Air White,Volume,40.96
W03,Air White,Billed Wt,41.92
W03,Ground,Volume,17.04
W03,Ground,Billed Wt,200.04
W04,Air Red,Volume,12.8
W04,Air Red,Billed Wt,17.28
W04,Air White,Volume,58.96
W04,Air White,Billed Wt,47.04
W04,Ground,Volume,32.4
W04,Ground,Billed Wt,900.56
W05,Air Red,Volume,4.56
W05,Air Red,Billed Wt,5.8
W05,Air White,Volume,49.4
W05,Air White,Billed Wt,54.08
W05,Ground,Volume,16.96
W05,Ground,Billed Wt,169.96
W06,Air Red,Volume,7.08
W06,Air Red,Billed Wt,11.56
W06,Air White,Volume,73.12
W06,Air White,Billed Wt,101.92
W06,Ground,Volume,22.6
W06,Ground,Billed Wt,211.8
W07,Air Red,Volume,10.28
W07,Air Red,Billed Wt,23.6
W07,Air White,Volume,86.08
W07,Air White,Billed Wt,94.72
W07,Ground,Volume,32.64
W07,Ground,Billed Wt,1052.28
W08,Air Red,Volume,0.84
W08,Air Red,Billed Wt,0.96
W08,Air White,Volume,7.24
W08,Air White,Billed Wt,9.96
W08,Ground,Volume,6.96
W08,Ground,Billed Wt,76.04
W09,Air Red,Volume,3.52
W09,Air Red,Billed Wt,5.64
W09,Air White,Volume,37.64
W09,Air White,Billed Wt,41.72
W09,Ground,Volume,26.4
W09,Ground,Billed Wt,322.56
W12,Air Red,Volume,6.44
W12,Air Red,Billed Wt,54.64
W12,Air White,Volume,39.8
W12,Air White,Billed Wt,38.84
W12,Ground,Volume,26.2
W12,Ground,Billed Wt,430.76
W14,Air Red,Volume,1.64
W14,Air Red,Billed Wt,1.6
W14,Air White,Volume,22.4
W14,Air White,Billed Wt,16.76
W14,Ground,Volume,9.24
W14,Ground,Billed Wt,94.72
W15,Air Red,Volume,4.2
W15,Air Red,Billed Wt,4.28
W15,Air White,Volume,48.2
W15,Air White,Billed Wt,37.8
W15,Ground,Volume,5.96
W15,Ground,Billed Wt,140.04
W21,Air Red,Volume,62.48
W21,Air Red,Billed Wt,54.92
W21,Air White,Volume,89.0
W21,Air White,Billed Wt,106.92
W21,Ground,Volume,21.76
W21,Ground,Billed Wt,195.52
W22,Air Red,Volume,4.04
W22,Air Red,Billed Wt,7.2
W22,Air White,Volume,17.96
W22,Air White,Billed Wt,22.4
W22,Ground,Volume,13.16
W22,Ground,Billed Wt,204.24
W23,Air Red,Volume,2.84
W23,Air Red,Billed Wt,7.4
W23,Air White,Volume,77.4
W23,Air White,Billed Wt,61.92
W23,Ground,Volume,14.72
W23,Ground,Billed Wt,247.12
W40,Air Red,Volume,17.92
W40,Air Red,Billed Wt,19.6
W40,Air White,Volume,53.6
W40,Air White,Billed Wt,46.56
W40,Ground,Volume,11.24
W40,Ground,Billed Wt,205.6
W52,Air Red,Volume,181.88
W52,Air Red,Billed Wt,420.2
W52,Air White,Volume,303.16
W52,Air White,Billed Wt,531.76
W52,Ground,Volume,230.52
W52,Ground,Billed Wt,2703.52
X02,Air Red,Volume,23.68
X02,Air Red,Billed Wt,28.28
X02,Air White,Volume,25.44
X02,Air White,Billed Wt,48.6
X02,Ground,Volume,11.52
X02,Ground,Billed Wt,233.32
X05,Air Red,Volume,2.0
X05,Air Red,Billed Wt,3.2
X05,Air White,Volume,63.12
X05,Air White,Billed Wt,64.16
X05,Ground,Volume,7.12
X05,Ground,Billed Wt,101.96
X06,Air Red,Volume,13.8
X06,Air Red,Billed Wt,24.36
X06,Air White,Volume,30.6
X06,Air White,Billed Wt,65.12
X06,Ground,Volume,8.8
X06,Ground,Billed Wt,142.16
X07,Air White,Volume,0.04
X07,Air White,Billed Wt,0.52
X07,Ground,Volume,0.04
X07,Ground,Billed Wt,0.08
X10,Air White,Volume,0.16
X10,Air White,Billed Wt,0.28
X10,Ground,Volume,0.24
X10,Ground,Billed Wt,5.4
X12,Air Red,Volume,0.0
X12,Air Red,Billed Wt,0.0
X12,Air White,Volume,0.84
X12,Air White,Billed Wt,2.44
X12,Ground,Volume,0.8
X12,Ground,Billed Wt,12.84
X13,Air Red,Volume,1.4
X13,Air Red,Billed Wt,0.44
X13,Air White,Volume,1.6
X13,Air White,Billed Wt,5.4
X13,Ground,Volume,1.32
X13,Ground,Billed Wt,14.28
X14,Air White,Volume,0.04
X14,Air White,Billed Wt,1.56
X14,Ground,Volume,0.24
X14,Ground,Billed Wt,5.64
X15,Air Red,Volume,0.56
X15,Air Red,Billed Wt,2.56
X15,Air White,Volume,10.04
X15,Air White,Billed Wt,8.6
X15,Ground,Volume,2.84
X15,Ground,Billed Wt,20.84
X17,Air Red,Volume,0.32
X17,Air Red,Billed Wt,0.72
X17,Air White,Volume,5.64
X17,Air White,Billed Wt,13.68
X17,Ground,Volume,3.56
X17,Ground,Billed Wt,118.96
X18,Air White,Volume,0.24
X18,Air White,Billed Wt,0.28
X18,Ground,Volume,0.32
X18,Ground,Billed Wt,3.8
X19,Air Red,Volume,0.48
X19,Air Red,Billed Wt,0.28
X19,Air White,Volume,12.68
X19,Air White,Billed Wt,20.0
X19,Ground,Volume,3.72
X19,Ground,Billed Wt,47.48
X22,Air Red,Volume,114.36
X22,Air Red,Billed Wt,179.76
X22,Air White,Volume,1225.92
X22,Air White,Billed Wt,1552.72
X22,Ground,Volume,273.92
X22,Ground,Billed Wt,3397.96
X25,Air Red,Volume,0.52
X25,Air Red,Billed Wt,0.6
X25,Air White,Volume,8.48
X25,Air White,Billed Wt,20.52
X25,Ground,Volume,1.48
X25,Ground,Billed Wt,20.72
X26,Air Red,Volume,0.84
X26,Air Red,Billed Wt,7.56
X26,Air White,Volume,9.56
X26,Air White,Billed Wt,11.64
X26,Ground,Volume,0.68
X26,Ground,Billed Wt,10.36
X27,Air Red,Volume,0.08
X27,Air Red,Billed Wt,0.2
X27,Air White,Volume,0.84
X27,Air White,Billed Wt,2.8
X27,Ground,Volume,1.64
X27,Ground,Billed Wt,36.08
X28,Air Red,Volume,0.08
X28,Air Red,Billed Wt,0.08
X28,Air White,Volume,0.2
X28,Air White,Billed Wt,1.12
X28,Ground,Volume,1.36
X28,Ground,Billed Wt,9.88
X29,Ground,Volume,0.08
X29,Ground,Billed Wt,34.4
X30,Air Red,Volume,2.36
X30,Air Red,Billed Wt,5.92
X30,Air White,Volume,6.04
X30,Air White,Billed Wt,24.44
X30,Ground,Volume,3.44
X30,Ground,Billed Wt,57.64
X32,Air Red,Volume,0.24
X32,Air Red,Billed Wt,5.56
X32,Air White,Volume,2.6
X32,Air White,Billed Wt,4.76
X32,Ground,Volume,0.72
X32,Ground,Billed Wt,4.72
X34,Air Red,Volume,1.44
X34,Air Red,Billed Wt,1.36
X34,Air White,Volume,9.0
X34,Air White,Billed Wt,9.28
X34,Ground,Volume,3.2
X34,Ground,Billed Wt,43.2
X37,Ground,Volume,0.24
X37,Ground,Billed Wt,0.28
X38,Air Red,Volume,0.48
X38,Air Red,Billed Wt,0.24
X38,Air White,Volume,0.24
X38,Air White,Billed Wt,0.44
X38,Ground,Volume,0.36
X38,Ground,Billed Wt,0.4
X39,Air Red,Volume,0.56
X39,Air Red,Billed Wt,0.36
X39,Air White,Volume,3.56
X39,Air White,Billed Wt,2.52
X39,Ground,Volume,2.76
X39,Ground,Billed Wt,26.52
